date,spot,total_net_gex,gamma_flip,call_res_1,call_res_2,call_res_3,put_sup_1,put_sup_2,put_sup_3,largest_wall,regime
2026-07-11,725.510009765625,-299051667.6481322,726.7594615233871,730.0,740.0,736.0,700.0,710.0,720.0,700.0,negative
